date,kwh,cost
2024-07-21,84.5,97.17
2024-07-22,103.1,118.56
2024-07-23,88.3,101.54
2024-07-24,96.8,111.32
2024-07-25,92.7,106.6
2024-07-26,92.2,106.03
2024-07-27,111.9,128.69
2024-07-28,91.1,104.76
2024-07-29,88.0,101.2
2024-07-30,80.6,92.69
2024-07-31,103.1,118.56
2024-08-01,95.6,109.94
2024-08-02,102.7,118.1
2024-08-03,99.0,113.85
2024-08-04,86.3,99.24
2024-08-05,80.9,93.03
2024-08-06,100.6,115.69
2024-08-07,91.7,105.45
2024-08-08,112.3,129.14
2024-08-09,113.6,130.64
2024-08-10,95.2,109.48
2024-08-11,97.6,112.24
2024-08-12,97.3,111.89
2024-08-13,118.0,135.7
2024-08-14,95.7,110.05
2024-08-15,114.1,131.21
2024-08-16,115.0,132.25
2024-08-17,87.9,101.08
2024-08-18,84.1,96.71
2024-08-19,87.0,100.05
2024-08-20,81.3,93.49
2024-08-21,111.7,128.45
2024-08-22,113.9,130.98
2024-08-23,86.7,99.7
2024-08-24,85.8,98.67
2024-08-25,108.6,124.89
2024-08-26,88.6,101.89
2024-08-27,83.7,96.25
2024-08-28,111.4,128.11
2024-08-29,109.8,126.27
2024-08-30,98.7,113.5
2024-08-31,117.7,135.35
2024-09-01,89.4,102.81
2024-09-02,119.1,136.96
2024-09-03,109.4,125.81
2024-09-04,85.5,98.32
2024-09-05,84.5,97.17
2024-09-06,115.4,132.71
2024-09-07,116.9,134.44
2024-09-08,86.4,99.36
2024-09-09,106.9,122.94
2024-09-10,97.4,112.01
2024-09-11,86.4,99.36
2024-09-12,96.9,111.44
2024-09-13,116.5,133.97
2024-09-14,114.3,131.44
2024-09-15,88.6,101.89
2024-09-16,89.5,102.92
2024-09-17,90.3,103.84
2024-09-18,95.7,110.05
2024-09-19,92.1,105.91
2024-09-20,85.1,97.86
2024-09-21,91.7,105.45
2024-09-22,95.9,110.28
2024-09-23,87.4,100.51
2024-09-24,109.4,125.81
2024-09-25,84.0,96.6
2024-09-26,98.1,112.81
2024-09-27,95.8,110.17
2024-09-28,118.0,135.7
2024-09-29,109.8,126.27
2024-09-30,108.2,124.43
2024-10-01,84.1,96.71
2024-10-02,82.0,94.3
2024-10-03,113.6,130.64
2024-10-04,108.9,125.23
2024-10-05,102.6,117.99
2024-10-06,94.4,108.56
2024-10-07,110.0,126.5
2024-10-08,84.6,97.29
2024-10-09,86.8,99.82
2024-10-10,106.2,122.13
2024-10-11,87.0,100.05
2024-10-12,110.5,127.07
2024-10-13,118.5,136.27
2024-10-14,105.9,121.78
2024-10-15,114.7,131.91
2024-10-16,98.5,113.27
2024-10-17,108.2,124.43
2024-10-18,109.6,126.04
2024-10-19,108.6,124.89
2024-10-20,106.1,122.01
2024-10-21,105.8,121.67
2024-10-22,119.1,136.96
2024-10-23,97.2,111.78
2024-10-24,114.5,131.67
2024-10-25,106.8,122.82
2024-10-26,93.9,107.98
2024-10-27,102.4,117.76
2024-10-28,105.4,121.21
2024-10-29,114.6,131.79
2024-10-30,102.2,117.53
2024-10-31,95.1,109.36
2024-11-01,108.5,124.77
2024-11-02,102.6,117.99
2024-11-03,82.9,95.33
2024-11-04,104.0,119.6
2024-11-05,101.9,117.19
2024-11-06,110.1,126.61
2024-11-07,82.7,95.1
2024-11-08,104.8,120.52
2024-11-09,95.9,110.28
2024-11-10,92.6,106.49
2024-11-11,96.2,110.63
2024-11-12,104.5,120.17
2024-11-13,89.6,103.04
2024-11-14,103.3,118.79
2024-11-15,80.1,92.11
2024-11-16,86.6,99.59
2024-11-17,95.8,110.17
2024-11-18,85.5,98.32
2024-11-19,113.8,130.87
2024-11-20,110.0,126.5
2024-11-21,93.1,107.06
2024-11-22,85.8,98.67
2024-11-23,104.1,119.71
2024-11-24,105.1,120.86
2024-11-25,85.7,98.55
2024-11-26,102.3,117.64
2024-11-27,103.8,119.37
2024-11-28,119.1,136.96
2024-11-29,113.9,130.98
2024-11-30,86.1,99.01
2024-12-01,103.6,119.14
2024-12-02,108.1,124.31
2024-12-03,82.3,94.64
2024-12-04,105.1,120.86
2024-12-05,90.9,104.53
2024-12-06,110.1,126.61
2024-12-07,85.9,98.78
2024-12-08,115.1,132.36
2024-12-09,81.3,93.49
2024-12-10,101.1,116.26
2024-12-11,119.0,136.85
2024-12-12,112.1,128.91
2024-12-13,116.4,133.86
2024-12-14,116.6,134.09
2024-12-15,110.5,127.07
2024-12-16,98.6,113.39
2024-12-17,92.4,106.26
2024-12-18,108.5,124.77
2024-12-19,108.8,125.12
2024-12-20,104.7,120.4
2024-12-21,102.9,118.33
2024-12-22,97.4,112.01
2024-12-23,98.5,113.27
2024-12-24,99.2,114.08
2024-12-25,111.4,128.11
2024-12-26,83.6,96.14
2024-12-27,104.1,119.71
2024-12-28,91.1,104.76
2024-12-29,87.0,100.05
2024-12-30,104.6,120.29
2024-12-31,85.8,98.67
2025-01-01,110.1,126.61
2025-01-02,104.3,119.94
2025-01-03,113.0,129.95
2025-01-04,102.1,117.41
2025-01-05,85.1,97.86
2025-01-06,100.1,115.11
2025-01-07,110.4,126.96
2025-01-08,100.6,115.69
2025-01-09,97.6,112.24
2025-01-10,100.4,115.46
2025-01-11,104.5,120.17
2025-01-12,101.1,116.26
2025-01-13,114.5,131.67
2025-01-14,86.3,99.24
2025-01-15,99.0,113.85
2025-01-16,88.7,102.0
2025-01-17,91.5,105.22
2025-01-18,82.3,94.64
2025-01-19,82.6,94.99
2025-01-20,94.4,108.56
2025-01-21,80.4,92.46
2025-01-22,113.0,129.95
2025-01-23,99.4,114.31
2025-01-24,102.5,117.87
2025-01-25,102.6,117.99
2025-01-26,108.1,124.31
2025-01-27,112.8,129.72
2025-01-28,105.4,121.21
2025-01-29,87.1,100.16
2025-01-30,114.3,131.44
2025-01-31,103.0,118.45
2025-02-01,81.3,93.49
2025-02-02,81.9,94.19
2025-02-03,85.1,97.86
2025-02-04,86.8,99.82
2025-02-05,93.0,106.95
2025-02-06,101.4,116.61
2025-02-07,115.3,132.59
2025-02-08,92.6,106.49
2025-02-09,97.9,112.58
2025-02-10,110.0,126.5
2025-02-11,110.2,126.73
2025-02-12,104.8,120.52
2025-02-13,93.0,106.95
2025-02-14,88.3,101.54
2025-02-15,80.2,92.23
2025-02-16,104.7,120.4
2025-02-17,90.8,104.42
2025-02-18,98.4,113.16
2025-02-19,87.2,100.28
2025-02-20,105.8,121.67
2025-02-21,89.1,102.46
2025-02-22,101.0,116.15
2025-02-23,89.2,102.58
2025-02-24,118.3,136.04
2025-02-25,93.0,106.95
2025-02-26,90.8,104.42
2025-02-27,93.3,107.29
2025-02-28,97.3,111.89
2025-03-01,117.0,134.55
2025-03-02,87.8,100.97
2025-03-03,116.7,134.2
2025-03-04,98.5,113.27
2025-03-05,87.2,100.28
2025-03-06,82.7,95.1
2025-03-07,108.0,124.2
2025-03-08,104.7,120.4
2025-03-09,101.7,116.95
2025-03-10,116.0,133.4
2025-03-11,84.1,96.71
2025-03-12,93.7,107.75
2025-03-13,117.1,134.66
2025-03-14,86.6,99.59
2025-03-15,100.8,115.92
2025-03-16,97.6,112.24
2025-03-17,95.6,109.94
2025-03-18,98.4,113.16
2025-03-19,89.7,103.16
2025-03-20,108.1,124.31
2025-03-21,84.4,97.06
2025-03-22,119.9,137.88
2025-03-23,114.7,131.91
2025-03-24,100.1,115.11
2025-03-25,109.0,125.35
2025-03-26,100.1,115.11
2025-03-27,100.7,115.8
2025-03-28,93.3,107.29
2025-03-29,110.6,127.19
2025-03-30,109.5,125.92
2025-03-31,106.8,122.82
2025-04-01,114.9,132.13
2025-04-02,90.7,104.3
2025-04-03,84.3,96.94
2025-04-04,96.7,111.2
2025-04-05,100.6,115.69
2025-04-06,116.4,133.86
2025-04-07,93.8,107.87
2025-04-08,81.0,93.15
2025-04-09,116.0,133.4
2025-04-10,91.2,104.88
2025-04-11,116.1,133.51
2025-04-12,85.1,97.86
2025-04-13,117.3,134.89
2025-04-14,89.2,102.58
2025-04-15,115.4,132.71
2025-04-16,97.9,112.58
2025-04-17,88.3,101.54
2025-04-18,92.6,106.49
2025-04-19,103.2,118.68
2025-04-20,93.5,107.52
2025-04-21,93.2,107.18
2025-04-22,115.4,132.71
2025-04-23,88.8,102.12
2025-04-24,111.0,127.65
2025-04-25,87.8,100.97
2025-04-26,95.5,109.82
2025-04-27,93.1,107.06
2025-04-28,94.3,108.44
2025-04-29,85.9,98.78
2025-04-30,85.2,97.98
2025-05-01,88.1,101.31
2025-05-02,116.3,133.74
2025-05-03,92.5,106.37
2025-05-04,105.5,121.32
2025-05-05,115.2,132.48
2025-05-06,116.9,134.44
2025-05-07,119.5,137.42
2025-05-08,109.5,125.92
2025-05-09,91.5,105.22
2025-05-10,113.4,130.41
2025-05-11,107.0,123.05
2025-05-12,100.3,115.34
2025-05-13,80.3,92.34
2025-05-14,83.9,96.48
2025-05-15,117.7,135.35
2025-05-16,112.7,129.6
2025-05-17,110.3,126.84
2025-05-18,83.9,96.48
2025-05-19,98.6,113.39
2025-05-20,116.1,133.51
2025-05-21,109.7,126.15
2025-05-22,104.2,119.83
2025-05-23,84.9,97.64
2025-05-24,112.3,129.14
2025-05-25,86.9,99.94
2025-05-26,117.2,134.78
2025-05-27,109.8,126.27
2025-05-28,92.9,106.83
2025-05-29,112.5,129.38
2025-05-30,94.7,108.91
2025-05-31,107.1,123.16
2025-06-01,107.5,123.62
2025-06-02,107.1,123.16
2025-06-03,106.0,121.9
2025-06-04,118.1,135.81
2025-06-05,102.9,118.33
2025-06-06,95.6,109.94
2025-06-07,116.6,134.09
2025-06-08,117.8,135.47
2025-06-09,110.5,127.07
2025-06-10,93.3,107.29
2025-06-11,115.9,133.28
2025-06-12,86.0,98.9
2025-06-13,88.2,101.43
2025-06-14,100.3,115.34
2025-06-15,93.9,107.98
2025-06-16,119.0,136.85
2025-06-17,116.2,133.63
2025-06-18,108.2,124.43
2025-06-19,96.6,111.09
2025-06-20,103.6,119.14
2025-06-21,91.2,104.88
2025-06-22,93.1,107.06
2025-06-23,118.1,135.81
2025-06-24,102.2,117.53
2025-06-25,86.6,99.59
2025-06-26,104.4,120.06
2025-06-27,100.6,115.69
2025-06-28,111.4,128.11
2025-06-29,92.2,106.03
2025-06-30,91.1,104.76
2025-07-01,93.5,107.52
2025-07-02,82.9,95.33
2025-07-03,95.8,110.17
2025-07-04,85.4,98.21
2025-07-05,89.2,102.58
2025-07-06,113.2,130.18
2025-07-07,94.6,108.79
2025-07-08,103.5,119.02
2025-07-09,89.7,103.16
2025-07-10,93.5,107.52
2025-07-11,107.1,123.16
2025-07-12,92.5,106.37
2025-07-13,87.0,100.05
2025-07-14,102.8,118.22
2025-07-15,107.5,123.62
2025-07-16,96.3,110.74
2025-07-17,104.3,119.94
2025-07-18,98.9,113.73
2025-07-19,84.8,97.52
2025-07-20,95.1,109.36
2025-07-21,93.7,107.75
2025-07-22,95.2,109.48
2025-07-23,114.3,131.44
2025-07-24,92.4,106.26
2025-07-25,114.9,132.13
2025-07-26,119.3,137.19
2025-07-27,95.0,109.25
2025-07-28,87.8,100.97
2025-07-29,85.3,98.09
2025-07-30,82.7,95.1
2025-07-31,99.5,114.42
2025-08-01,87.3,100.39
2025-08-02,88.8,102.12
2025-08-03,106.8,122.82
2025-08-04,82.1,94.41
2025-08-05,88.0,101.2
2025-08-06,93.8,107.87
2025-08-07,89.5,102.92
2025-08-08,111.5,128.22
2025-08-09,96.8,111.32
2025-08-10,105.6,121.44
2025-08-11,115.6,132.94
2025-08-12,86.7,99.7
2025-08-13,91.7,105.45
2025-08-14,117.5,135.12
2025-08-15,106.3,122.24
2025-08-16,81.8,94.07
2025-08-17,111.1,127.76
2025-08-18,85.4,98.21
2025-08-19,97.8,112.47
2025-08-20,118.2,135.93
2025-08-21,110.3,126.84
2025-08-22,117.9,135.59
2025-08-23,102.7,118.1
2025-08-24,85.1,97.86
2025-08-25,116.3,133.74
2025-08-26,88.4,101.66
2025-08-27,119.9,137.88
2025-08-28,81.7,93.95
2025-08-29,110.3,126.84
2025-08-30,99.5,114.42
2025-08-31,106.2,122.13
2025-09-01,89.5,102.92
2025-09-02,99.4,114.31
2025-09-03,85.5,98.32
2025-09-04,83.3,95.79
2025-09-05,115.1,132.36
2025-09-06,85.7,98.55
2025-09-07,99.2,114.08
2025-09-08,105.4,121.21
2025-09-09,84.3,96.94
2025-09-10,91.3,104.99
2025-09-11,104.0,119.6
2025-09-12,101.3,116.49
2025-09-13,117.2,134.78
2025-09-14,113.7,130.75
2025-09-15,88.0,101.2
2025-09-16,85.9,98.78
2025-09-17,111.0,127.65
2025-09-18,84.4,97.06
2025-09-19,99.4,114.31
2025-09-20,91.6,105.34
2025-09-21,117.8,135.47
2025-09-22,95.2,109.48
2025-09-23,81.6,93.84
2025-09-24,95.7,110.05
2025-09-25,106.8,122.82
2025-09-26,113.7,130.75
2025-09-27,119.9,137.88
2025-09-28,118.7,136.5
2025-09-29,105.5,121.32
2025-09-30,104.4,120.06
2025-10-01,97.6,112.24
2025-10-02,88.1,101.31
2025-10-03,91.5,105.22
2025-10-04,110.9,127.53
2025-10-05,105.6,121.44
2025-10-06,117.0,134.55
2025-10-07,110.1,126.61
2025-10-08,96.2,110.63
2025-10-09,91.7,105.45
2025-10-10,107.6,123.74
2025-10-11,111.2,127.88
2025-10-12,88.1,101.31
2025-10-13,92.9,106.83
2025-10-14,93.7,107.75
2025-10-15,112.8,129.72
2025-10-16,105.2,120.98
2025-10-17,112.8,129.72
2025-10-18,109.0,125.35
2025-10-19,112.8,129.72
2025-10-20,85.9,98.78
2025-10-21,101.6,116.84
2025-10-22,93.1,107.06
2025-10-23,104.5,120.17
2025-10-24,104.7,120.4
2025-10-25,116.5,133.97
2025-10-26,117.4,135.01
2025-10-27,95.5,109.82
2025-10-28,104.5,120.17
2025-10-29,82.0,94.3
2025-10-30,82.8,95.22
2025-10-31,105.4,121.21
2025-11-01,98.6,113.39
2025-11-02,82.7,95.1
2025-11-03,118.3,136.04
2025-11-04,96.2,110.63
2025-11-05,80.7,92.8
2025-11-06,105.6,121.44
2025-11-07,81.9,94.19
2025-11-08,99.3,114.19
2025-11-09,106.5,122.47
2025-11-10,100.7,115.8
2025-11-11,119.1,136.96
2025-11-12,105.7,121.55
2025-11-13,107.8,123.97
2025-11-14,89.1,102.46
2025-11-15,84.6,97.29
2025-11-16,85.6,98.44
2025-11-17,81.0,93.15
2025-11-18,96.6,111.09
2025-11-19,96.6,111.09
2025-11-20,105.2,120.98
2025-11-21,108.1,124.31
2025-11-22,104.5,120.17
2025-11-23,90.6,104.19
2025-11-24,89.0,102.35
2025-11-25,115.6,132.94
2025-11-26,93.3,107.29
2025-11-27,115.6,132.94
2025-11-28,92.1,105.91
2025-11-29,86.7,99.7
2025-11-30,112.7,129.6
2025-12-01,93.1,107.06
2025-12-02,80.2,92.23
2025-12-03,90.5,104.07
2025-12-04,117.2,134.78
2025-12-05,110.5,127.07
2025-12-06,107.1,123.16
2025-12-07,103.1,118.56
2025-12-08,81.5,93.72
2025-12-09,100.7,115.8
2025-12-10,92.3,106.14
2025-12-11,89.6,103.04
2025-12-12,94.7,108.91
2025-12-13,99.2,114.08
2025-12-14,105.3,121.09
2025-12-15,80.9,93.03
2025-12-16,114.2,131.33
2025-12-17,119.7,137.66
2025-12-18,109.8,126.27
2025-12-19,97.6,112.24
2025-12-20,106.0,121.9
2025-12-21,83.4,95.91
2025-12-22,106.4,122.36
2025-12-23,99.4,114.31
2025-12-24,105.1,120.86
2025-12-25,81.5,93.72
2025-12-26,82.2,94.53
2025-12-27,82.2,94.53
2025-12-28,111.9,128.69
2025-12-29,109.6,126.04
2025-12-30,96.7,111.2
2025-12-31,100.1,115.11
2026-01-01,100.8,105.84
2026-01-02,88.0,92.4
2026-01-03,104.9,110.15
2026-01-04,108.3,113.72
2026-01-05,93.4,98.07
2026-01-06,96.3,101.11
2026-01-07,112.7,118.34
2026-01-08,94.2,98.91
2026-01-09,86.0,90.3
2026-01-10,103.0,108.15
2026-01-11,82.8,86.94
2026-01-12,103.6,108.78
2026-01-13,96.3,101.11
2026-01-14,108.5,113.93
2026-01-15,92.9,97.55
2026-01-16,108.9,114.35
2026-01-17,85.5,89.78
2026-01-18,95.2,99.96
2026-01-19,81.2,85.26
2026-01-20,99.9,104.9
2026-01-21,108.4,113.82
2026-01-22,86.8,91.14
2026-01-23,117.0,122.85
2026-01-24,85.2,89.46
2026-01-25,116.5,122.33
2026-01-26,105.6,110.88
2026-01-27,81.4,85.47
2026-01-28,109.2,114.66
2026-01-29,114.9,120.65
2026-01-30,83.0,87.15
2026-01-31,84.9,89.15
2026-02-01,107.2,112.56
2026-02-02,107.3,112.67
2026-02-03,103.8,108.99
2026-02-04,105.2,110.46
2026-02-05,110.5,116.03
2026-02-06,94.7,99.44
2026-02-07,112.4,118.02
2026-02-08,85.4,89.67
2026-02-09,119.1,125.05
2026-02-10,90.5,95.03
2026-02-11,109.1,114.55
2026-02-12,87.7,92.09
2026-02-13,100.3,105.31
2026-02-14,85.2,89.46
2026-02-15,103.2,108.36
2026-02-16,93.1,97.75
2026-02-17,92.2,96.81
2026-02-18,98.3,103.22
2026-02-19,85.1,89.36
2026-02-20,114.4,120.12
2026-02-21,86.2,90.51
2026-02-22,113.9,119.6
2026-02-23,106.8,112.14
2026-02-24,103.6,108.78
2026-02-25,98.0,102.9
2026-02-26,83.4,87.57
2026-02-27,118.4,124.32
2026-02-28,107.7,113.09
2026-03-01,109.2,114.66
2026-03-02,109.6,115.08
2026-03-03,104.5,109.73
2026-03-04,87.6,91.98
2026-03-05,115.6,121.38
2026-03-06,101.5,106.58
2026-03-07,80.7,84.74
2026-03-08,84.2,88.41
2026-03-09,107.4,112.77
2026-03-10,99.9,104.9
2026-03-11,106.8,112.14
2026-03-12,115.0,120.75
2026-03-13,99.7,104.69
2026-03-14,117.5,123.38
2026-03-15,116.6,122.43
2026-03-16,85.8,90.09
2026-03-17,84.1,88.3
2026-03-18,108.4,113.82
2026-03-19,99.1,104.05
2026-03-20,89.4,93.87
2026-03-21,80.7,84.74
2026-03-22,95.9,100.7
2026-03-23,82.8,86.94
2026-03-24,82.4,86.52
2026-03-25,93.1,97.75
2026-03-26,98.8,103.74
2026-03-27,87.7,92.09
2026-03-28,113.4,119.07
2026-03-29,114.0,119.7
2026-03-30,119.6,125.58
2026-03-31,117.8,123.69
2026-04-01,92.6,97.23
2026-04-02,107.5,112.88
2026-04-03,117.7,123.59
2026-04-04,113.2,118.86
2026-04-05,114.1,119.8
2026-04-06,84.6,88.83
2026-04-07,97.4,102.27
2026-04-08,93.1,97.75
2026-04-09,98.9,103.85
2026-04-10,98.3,103.22
2026-04-11,93.7,98.39
2026-04-12,115.2,120.96
2026-04-13,116.0,121.8
2026-04-14,84.4,88.62
2026-04-15,107.7,113.09
2026-04-16,111.5,117.08
2026-04-17,112.5,118.12
2026-04-18,90.9,95.45
2026-04-19,106.5,111.83
2026-04-20,100.4,105.42
2026-04-21,99.4,104.37
2026-04-22,81.9,86.0
2026-04-23,103.4,108.57
2026-04-24,95.3,100.06
2026-04-25,85.4,89.67
2026-04-26,84.5,88.73
2026-04-27,83.2,87.36
2026-04-28,106.3,111.61
2026-04-29,83.3,87.47
2026-04-30,87.5,91.88
2026-05-01,82.5,86.62
2026-05-02,93.0,97.65
2026-05-03,83.7,87.89
2026-05-04,80.2,84.21
2026-05-05,92.9,97.55
2026-05-06,80.4,84.42
2026-05-07,97.1,101.95
2026-05-08,82.1,86.2
2026-05-09,115.5,121.28
2026-05-10,97.1,101.95
2026-05-11,117.3,123.17
2026-05-12,106.3,111.61
2026-05-13,95.8,100.59
2026-05-14,109.2,114.66
2026-05-15,83.4,87.57
2026-05-16,90.7,95.24
2026-05-17,86.1,90.41
2026-05-18,96.2,101.01
2026-05-19,101.3,106.36
2026-05-20,92.7,97.34
2026-05-21,92.8,97.44
2026-05-22,84.8,89.04
2026-05-23,81.4,85.47
2026-05-24,81.4,85.47
2026-05-25,103.5,108.68
2026-05-26,113.3,118.97
2026-05-27,99.0,103.95
2026-05-28,119.7,125.69
2026-05-29,91.8,96.39
2026-05-30,106.5,111.83
2026-05-31,88.9,93.35
2026-06-01,97.1,101.95
2026-06-02,86.6,90.93
2026-06-03,86.3,90.61
2026-06-04,108.2,113.61
2026-06-05,87.9,92.3
2026-06-06,94.1,98.8
2026-06-07,116.4,122.22
2026-06-08,105.5,110.78
2026-06-09,114.5,120.23
2026-06-10,84.4,88.62
2026-06-11,118.3,124.22
2026-06-12,82.8,86.94
2026-06-13,85.1,89.36
2026-06-14,114.9,120.65
2026-06-15,108.4,113.82
2026-06-16,95.5,100.28
2026-06-17,113.4,119.07
2026-06-18,88.2,92.61
2026-06-19,117.1,122.95
2026-06-20,87.2,91.56
2026-06-21,103.7,108.89
2026-06-22,82.0,86.1
2026-06-23,117.3,123.17
2026-06-24,116.9,122.75
2026-06-25,104.6,109.83
2026-06-26,88.3,92.72
2026-06-27,93.9,98.6
2026-06-28,118.7,124.64
2026-06-29,101.7,106.79
2026-06-30,112.1,117.7
2026-07-01,102.5,107.62
2026-07-02,104.8,110.04
2026-07-03,96.7,101.54
2026-07-04,111.9,117.5
2026-07-05,101.6,106.68
2026-07-06,101.9,107.0
2026-07-07,101.5,106.58
2026-07-08,89.0,93.45
2026-07-09,116.4,122.22
2026-07-10,97.2,102.06
2026-07-11,115.0,120.75
2026-07-12,103.5,108.68
2026-07-13,92.9,97.55
2026-07-14,101.2,106.26
2026-07-15,117.4,123.27
2026-07-16,111.3,116.86
2026-07-17,81.4,85.47
2026-07-18,100.8,105.84
2026-07-19,93.2,97.86
2026-07-20,116.2,122.01
2026-07-21,104.7,109.94
2026-07-22,93.9,98.6
2026-07-23,91.0,95.55
2026-07-24,116.9,122.75
2026-07-25,96.5,101.33
2026-07-26,94.1,98.8
2026-07-27,96.7,101.54
2026-07-28,114.3,120.02
2026-07-29,95.6,100.38
2026-07-30,103.4,108.57
2026-07-31,119.8,125.79
2026-08-01,119.6,125.58
2026-08-02,99.5,104.48
2026-08-03,109.8,115.29
2026-08-04,90.8,95.34
2026-08-05,104.0,109.2
2026-08-06,97.5,102.38
2026-08-07,97.0,101.85
2026-08-08,89.8,94.29
2026-08-09,81.9,86.0
2026-08-10,84.9,89.15
2026-08-11,89.7,94.19
2026-08-12,90.7,95.24
2026-08-13,116.5,122.33
2026-08-14,105.8,111.09
2026-08-15,94.9,99.65
2026-08-16,97.1,101.95
2026-08-17,87.3,91.67
2026-08-18,84.5,88.73
2026-08-19,86.7,91.04
2026-08-20,106.9,112.25
2026-08-21,83.4,87.57
2026-08-22,85.5,89.78
2026-08-23,90.3,94.81
2026-08-24,81.6,85.68
2026-08-25,81.6,85.68
2026-08-26,97.8,102.69
2026-08-27,90.6,95.13
2026-08-28,114.2,119.91
2026-08-29,111.0,116.55
2026-08-30,110.1,115.61
2026-08-31,87.0,91.35
2026-09-01,91.7,96.29
2026-09-02,117.8,123.69
2026-09-03,82.2,86.31
2026-09-04,102.4,107.52
2026-09-05,97.8,102.69
2026-09-06,110.2,115.71
2026-09-07,110.7,116.24
2026-09-08,90.0,94.5
2026-09-09,101.7,106.79
2026-09-10,82.7,86.84
2026-09-11,86.1,90.41
2026-09-12,95.3,100.06
2026-09-13,116.9,122.75
2026-09-14,100.2,105.21
2026-09-15,109.0,114.45
2026-09-16,117.2,123.06
2026-09-17,115.9,121.7
2026-09-18,91.6,96.18
2026-09-19,104.7,109.94
2026-09-20,81.7,85.79
2026-09-21,110.3,115.81
2026-09-22,111.4,116.97
2026-09-23,84.0,88.2
2026-09-24,102.9,108.05
2026-09-25,98.3,103.22
2026-09-26,93.4,98.07
2026-09-27,104.7,109.94
2026-09-28,80.9,84.95
2026-09-29,109.5,114.98
2026-09-30,104.8,110.04
2026-10-01,100.9,105.95
2026-10-02,93.1,97.75
2026-10-03,113.2,118.86
2026-10-04,100.4,105.42
2026-10-05,108.4,113.82
2026-10-06,118.7,124.64
2026-10-07,104.5,109.73
2026-10-08,119.1,125.05
2026-10-09,116.0,121.8
2026-10-10,92.4,97.02
2026-10-11,109.0,114.45
2026-10-12,91.0,95.55
2026-10-13,116.1,121.91
2026-10-14,100.2,105.21
2026-10-15,86.2,90.51
2026-10-16,81.7,85.79
2026-10-17,85.8,90.09
2026-10-18,99.8,104.79
2026-10-19,97.0,101.85
2026-10-20,112.3,117.92
2026-10-21,104.6,109.83
2026-10-22,90.7,95.24
2026-10-23,83.2,87.36
2026-10-24,105.6,110.88
2026-10-25,109.6,115.08
2026-10-26,92.0,96.6
2026-10-27,83.2,87.36
2026-10-28,106.8,112.14
2026-10-29,102.7,107.84
2026-10-30,119.4,125.37
2026-10-31,89.5,93.98
2026-11-01,104.4,109.62
2026-11-02,86.5,90.83
2026-11-03,117.4,123.27
2026-11-04,90.6,95.13
2026-11-05,93.1,97.75
2026-11-06,115.6,121.38
2026-11-07,119.5,125.48
2026-11-08,80.1,84.11
2026-11-09,108.3,113.72
2026-11-10,92.7,97.34
2026-11-11,106.2,111.51
2026-11-12,80.3,84.31
2026-11-13,95.9,100.7
2026-11-14,114.3,120.02
2026-11-15,111.5,117.08
2026-11-16,119.2,125.16
2026-11-17,98.5,103.43
2026-11-18,106.1,111.41
2026-11-19,107.8,113.19
2026-11-20,115.2,120.96
2026-11-21,112.7,118.34
2026-11-22,89.2,93.66
2026-11-23,86.2,90.51
2026-11-24,108.7,114.14
2026-11-25,98.7,103.64
2026-11-26,118.6,124.53
2026-11-27,84.3,88.52
2026-11-28,113.0,118.65
2026-11-29,108.1,113.5
2026-11-30,117.6,123.48
2026-12-01,90.1,94.61
2026-12-02,108.8,114.24
2026-12-03,108.1,113.5
2026-12-04,84.8,89.04
2026-12-05,93.0,97.65
2026-12-06,113.0,118.65
2026-12-07,98.4,103.32
2026-12-08,110.8,116.34
2026-12-09,96.1,100.91
2026-12-10,99.1,104.05
2026-12-11,98.5,103.43
2026-12-12,80.3,84.31
2026-12-13,102.4,107.52
2026-12-14,116.8,122.64
2026-12-15,108.4,113.82
2026-12-16,97.4,102.27
2026-12-17,81.4,85.47
2026-12-18,115.7,121.49
2026-12-19,98.3,103.22
2026-12-20,107.3,112.67
2026-12-21,97.9,102.8
2026-12-22,91.0,95.55
2026-12-23,83.5,87.67
2026-12-24,88.7,93.14
2026-12-25,100.6,105.63
2026-12-26,94.3,99.02
2026-12-27,102.2,107.31
2026-12-28,119.8,125.79
2026-12-29,116.8,122.64
2026-12-30,93.7,98.39
2026-12-31,88.2,92.61
