date,kwh,cost
2024-07-21,8.0,9.2
2024-07-22,6.9,7.94
2024-07-23,5.2,5.98
2024-07-24,6.3,7.24
2024-07-25,6.5,7.48
2024-07-26,5.8,6.67
2024-07-27,7.9,9.08
2024-07-28,7.0,8.05
2024-07-29,7.4,8.51
2024-07-30,6.6,7.59
2024-07-31,4.5,5.18
2024-08-01,4.8,5.52
2024-08-02,4.7,5.4
2024-08-03,7.5,8.62
2024-08-04,6.0,6.9
2024-08-05,5.6,6.44
2024-08-06,7.3,8.4
2024-08-07,6.8,7.82
2024-08-08,8.2,9.43
2024-08-09,7.6,8.74
2024-08-10,7.4,8.51
2024-08-11,7.2,8.28
2024-08-12,6.6,7.59
2024-08-13,6.3,7.24
2024-08-14,6.6,7.59
2024-08-15,7.8,8.97
2024-08-16,6.7,7.7
2024-08-17,7.4,8.51
2024-08-18,7.3,8.4
2024-08-19,6.3,7.24
2024-08-20,8.0,9.2
2024-08-21,5.2,5.98
2024-08-22,5.9,6.78
2024-08-23,6.8,7.82
2024-08-24,8.4,9.66
2024-08-25,8.5,9.77
2024-08-26,7.8,8.97
2024-08-27,6.9,7.94
2024-08-28,5.7,6.56
2024-08-29,7.8,8.97
2024-08-30,6.8,7.82
2024-08-31,5.7,6.56
2024-09-01,6.7,7.7
2024-09-02,8.0,9.2
2024-09-03,8.4,9.66
2024-09-04,6.4,7.36
2024-09-05,9.0,10.35
2024-09-06,8.1,9.32
2024-09-07,8.6,9.89
2024-09-08,6.8,7.82
2024-09-09,6.1,7.01
2024-09-10,8.4,9.66
2024-09-11,7.3,8.4
2024-09-12,7.0,8.05
2024-09-13,8.7,10.0
2024-09-14,6.3,7.24
2024-09-15,9.4,10.81
2024-09-16,8.1,9.32
2024-09-17,9.4,10.81
2024-09-18,7.3,8.4
2024-09-19,8.5,9.77
2024-09-20,6.6,7.59
2024-09-21,6.3,7.24
2024-09-22,6.6,7.59
2024-09-23,7.3,8.4
2024-09-24,6.7,7.7
2024-09-25,9.5,10.92
2024-09-26,7.6,8.74
2024-09-27,7.7,8.85
2024-09-28,8.5,9.77
2024-09-29,9.9,11.38
2024-09-30,7.8,8.97
2024-10-01,9.3,10.7
2024-10-02,8.4,9.66
2024-10-03,7.5,8.62
2024-10-04,8.5,9.77
2024-10-05,9.0,10.35
2024-10-06,10.1,11.61
2024-10-07,8.9,10.24
2024-10-08,7.9,9.08
2024-10-09,9.3,10.7
2024-10-10,8.8,10.12
2024-10-11,9.0,10.35
2024-10-12,10.6,12.19
2024-10-13,9.4,10.81
2024-10-14,7.3,8.4
2024-10-15,8.1,9.32
2024-10-16,10.7,12.3
2024-10-17,8.7,10.0
2024-10-18,8.8,10.12
2024-10-19,9.7,11.15
2024-10-20,8.8,10.12
2024-10-21,7.9,9.08
2024-10-22,7.8,8.97
2024-10-23,8.3,9.54
2024-10-24,9.7,11.15
2024-10-25,10.8,12.42
2024-10-26,9.9,11.38
2024-10-27,10.6,12.19
2024-10-28,9.8,11.27
2024-10-29,10.2,11.73
2024-10-30,10.5,12.08
2024-10-31,9.3,10.7
2024-11-01,11.2,12.88
2024-11-02,10.1,11.61
2024-11-03,10.3,11.84
2024-11-04,9.5,10.92
2024-11-05,11.0,12.65
2024-11-06,9.5,10.92
2024-11-07,9.2,10.58
2024-11-08,11.2,12.88
2024-11-09,9.5,10.92
2024-11-10,10.2,11.73
2024-11-11,9.9,11.38
2024-11-12,9.0,10.35
2024-11-13,11.8,13.57
2024-11-14,9.4,10.81
2024-11-15,11.7,13.45
2024-11-16,11.6,13.34
2024-11-17,10.8,12.42
2024-11-18,12.2,14.03
2024-11-19,11.9,13.68
2024-11-20,10.5,12.08
2024-11-21,10.1,11.61
2024-11-22,10.9,12.54
2024-11-23,12.5,14.37
2024-11-24,11.5,13.22
2024-11-25,9.5,10.92
2024-11-26,11.1,12.76
2024-11-27,9.1,10.46
2024-11-28,10.9,12.54
2024-11-29,9.4,10.81
2024-11-30,10.5,12.08
2024-12-01,10.4,11.96
2024-12-02,10.4,11.96
2024-12-03,12.8,14.72
2024-12-04,11.1,12.76
2024-12-05,11.3,13.0
2024-12-06,9.7,11.15
2024-12-07,11.6,13.34
2024-12-08,10.5,12.08
2024-12-09,10.7,12.3
2024-12-10,12.9,14.84
2024-12-11,11.5,13.22
2024-12-12,11.7,13.45
2024-12-13,12.5,14.37
2024-12-14,11.4,13.11
2024-12-15,10.1,11.61
2024-12-16,13.0,14.95
2024-12-17,12.1,13.92
2024-12-18,10.6,12.19
2024-12-19,10.8,12.42
2024-12-20,13.0,14.95
2024-12-21,12.7,14.6
2024-12-22,11.2,12.88
2024-12-23,12.3,14.14
2024-12-24,11.4,13.11
2024-12-25,10.4,11.96
2024-12-26,11.8,13.57
2024-12-27,11.4,13.11
2024-12-28,10.1,11.61
2024-12-29,10.2,11.73
2024-12-30,10.5,12.08
2024-12-31,10.9,12.54
2025-01-01,12.4,14.26
2025-01-02,10.1,11.61
2025-01-03,12.0,13.8
2025-01-04,12.1,13.92
2025-01-05,12.6,14.49
2025-01-06,11.6,13.34
2025-01-07,10.9,12.54
2025-01-08,10.3,11.84
2025-01-09,11.4,13.11
2025-01-10,12.9,14.84
2025-01-11,11.3,13.0
2025-01-12,10.3,11.84
2025-01-13,12.0,13.8
2025-01-14,11.7,13.45
2025-01-15,11.5,13.22
2025-01-16,12.7,14.6
2025-01-17,10.1,11.61
2025-01-18,10.2,11.73
2025-01-19,12.3,14.14
2025-01-20,11.8,13.57
2025-01-21,10.6,12.19
2025-01-22,12.1,13.92
2025-01-23,12.7,14.6
2025-01-24,12.5,14.37
2025-01-25,10.8,12.42
2025-01-26,13.3,15.3
2025-01-27,11.0,12.65
2025-01-28,10.2,11.73
2025-01-29,10.7,12.3
2025-01-30,9.9,11.38
2025-01-31,11.2,12.88
2025-02-01,11.1,12.76
2025-02-02,11.5,13.22
2025-02-03,10.5,12.08
2025-02-04,11.5,13.22
2025-02-05,11.9,13.68
2025-02-06,10.4,11.96
2025-02-07,10.6,12.19
2025-02-08,10.1,11.61
2025-02-09,11.4,13.11
2025-02-10,10.7,12.3
2025-02-11,9.7,11.15
2025-02-12,12.7,14.6
2025-02-13,13.1,15.06
2025-02-14,11.3,13.0
2025-02-15,13.1,15.06
2025-02-16,12.3,14.14
2025-02-17,11.1,12.76
2025-02-18,9.6,11.04
2025-02-19,10.6,12.19
2025-02-20,12.1,13.92
2025-02-21,12.6,14.49
2025-02-22,12.1,13.92
2025-02-23,10.0,11.5
2025-02-24,10.7,12.3
2025-02-25,11.0,12.65
2025-02-26,12.6,14.49
2025-02-27,10.7,12.3
2025-02-28,11.9,13.68
2025-03-01,11.6,13.34
2025-03-02,11.3,13.0
2025-03-03,10.4,11.96
2025-03-04,12.3,14.14
2025-03-05,9.5,10.92
2025-03-06,12.4,14.26
2025-03-07,10.0,11.5
2025-03-08,11.4,13.11
2025-03-09,9.9,11.38
2025-03-10,9.8,11.27
2025-03-11,10.8,12.42
2025-03-12,11.0,12.65
2025-03-13,9.4,10.81
2025-03-14,10.3,11.84
2025-03-15,11.2,12.88
2025-03-16,11.6,13.34
2025-03-17,9.4,10.81
2025-03-18,10.5,12.08
2025-03-19,11.9,13.68
2025-03-20,8.6,9.89
2025-03-21,8.9,10.24
2025-03-22,10.9,12.54
2025-03-23,9.3,10.7
2025-03-24,8.7,10.0
2025-03-25,9.3,10.7
2025-03-26,8.9,10.24
2025-03-27,10.0,11.5
2025-03-28,10.2,11.73
2025-03-29,9.5,10.92
2025-03-30,8.3,9.54
2025-03-31,10.3,11.84
2025-04-01,9.7,11.15
2025-04-02,8.5,9.77
2025-04-03,11.1,12.76
2025-04-04,9.2,10.58
2025-04-05,8.1,9.32
2025-04-06,10.4,11.96
2025-04-07,11.1,12.76
2025-04-08,8.5,9.77
2025-04-09,9.2,10.58
2025-04-10,9.4,10.81
2025-04-11,9.7,11.15
2025-04-12,9.4,10.81
2025-04-13,7.5,8.62
2025-04-14,8.5,9.77
2025-04-15,9.9,11.38
2025-04-16,10.0,11.5
2025-04-17,10.5,12.08
2025-04-18,8.2,9.43
2025-04-19,7.8,8.97
2025-04-20,8.7,10.0
2025-04-21,7.4,8.51
2025-04-22,9.9,11.38
2025-04-23,8.1,9.32
2025-04-24,8.8,10.12
2025-04-25,8.1,9.32
2025-04-26,9.2,10.58
2025-04-27,8.7,10.0
2025-04-28,8.4,9.66
2025-04-29,7.2,8.28
2025-04-30,9.3,10.7
2025-05-01,9.6,11.04
2025-05-02,7.6,8.74
2025-05-03,8.1,9.32
2025-05-04,8.4,9.66
2025-05-05,8.9,10.24
2025-05-06,7.5,8.62
2025-05-07,8.5,9.77
2025-05-08,8.5,9.77
2025-05-09,9.4,10.81
2025-05-10,9.3,10.7
2025-05-11,8.2,9.43
2025-05-12,9.3,10.7
2025-05-13,7.7,8.85
2025-05-14,6.1,7.01
2025-05-15,8.1,9.32
2025-05-16,6.7,7.7
2025-05-17,7.3,8.4
2025-05-18,9.2,10.58
2025-05-19,5.8,6.67
2025-05-20,7.0,8.05
2025-05-21,6.9,7.94
2025-05-22,6.9,7.94
2025-05-23,8.0,9.2
2025-05-24,7.2,8.28
2025-05-25,8.9,10.24
2025-05-26,8.4,9.66
2025-05-27,8.7,10.0
2025-05-28,7.9,9.08
2025-05-29,8.5,9.77
2025-05-30,6.5,7.48
2025-05-31,5.9,6.78
2025-06-01,6.0,6.9
2025-06-02,8.7,10.0
2025-06-03,6.6,7.59
2025-06-04,6.1,7.01
2025-06-05,8.1,9.32
2025-06-06,6.7,7.7
2025-06-07,6.9,7.94
2025-06-08,8.0,9.2
2025-06-09,5.2,5.98
2025-06-10,6.2,7.13
2025-06-11,7.7,8.85
2025-06-12,8.3,9.54
2025-06-13,7.1,8.16
2025-06-14,6.4,7.36
2025-06-15,4.9,5.64
2025-06-16,4.8,5.52
2025-06-17,7.5,8.62
2025-06-18,5.9,6.78
2025-06-19,6.0,6.9
2025-06-20,7.4,8.51
2025-06-21,6.3,7.24
2025-06-22,5.4,6.21
2025-06-23,4.9,5.64
2025-06-24,6.0,6.9
2025-06-25,7.3,8.4
2025-06-26,7.2,8.28
2025-06-27,6.7,7.7
2025-06-28,5.9,6.78
2025-06-29,7.8,8.97
2025-06-30,5.0,5.75
2025-07-01,7.8,8.97
2025-07-02,8.0,9.2
2025-07-03,4.9,5.64
2025-07-04,6.1,7.01
2025-07-05,7.4,8.51
2025-07-06,7.7,8.85
2025-07-07,7.3,8.4
2025-07-08,7.7,8.85
2025-07-09,7.6,8.74
2025-07-10,7.5,8.62
2025-07-11,5.8,6.67
2025-07-12,5.1,5.86
2025-07-13,5.5,6.32
2025-07-14,5.6,6.44
2025-07-15,7.5,8.62
2025-07-16,5.4,6.21
2025-07-17,6.3,7.24
2025-07-18,8.0,9.2
2025-07-19,5.5,6.32
2025-07-20,5.9,6.78
2025-07-21,7.0,8.05
2025-07-22,6.8,7.82
2025-07-23,5.6,6.44
2025-07-24,5.7,6.56
2025-07-25,7.9,9.08
2025-07-26,7.1,8.16
2025-07-27,5.9,6.78
2025-07-28,6.6,7.59
2025-07-29,5.6,6.44
2025-07-30,7.8,8.97
2025-07-31,7.1,8.16
2025-08-01,7.4,8.51
2025-08-02,6.8,7.82
2025-08-03,4.9,5.64
2025-08-04,6.7,7.7
2025-08-05,7.9,9.08
2025-08-06,5.0,5.75
2025-08-07,8.0,9.2
2025-08-08,7.9,9.08
2025-08-09,6.0,6.9
2025-08-10,4.8,5.52
2025-08-11,5.0,5.75
2025-08-12,6.6,7.59
2025-08-13,5.7,6.56
2025-08-14,6.1,7.01
2025-08-15,7.0,8.05
2025-08-16,6.3,7.24
2025-08-17,6.3,7.24
2025-08-18,8.4,9.66
2025-08-19,6.1,7.01
2025-08-20,7.9,9.08
2025-08-21,6.9,7.94
2025-08-22,5.5,6.32
2025-08-23,6.4,7.36
2025-08-24,6.3,7.24
2025-08-25,8.3,9.54
2025-08-26,6.7,7.7
2025-08-27,8.5,9.77
2025-08-28,7.5,8.62
2025-08-29,5.9,6.78
2025-08-30,8.3,9.54
2025-08-31,8.6,9.89
2025-09-01,5.5,6.32
2025-09-02,8.5,9.77
2025-09-03,7.4,8.51
2025-09-04,7.7,8.85
2025-09-05,6.5,7.48
2025-09-06,8.7,10.0
2025-09-07,6.9,7.94
2025-09-08,7.1,8.16
2025-09-09,6.0,6.9
2025-09-10,9.0,10.35
2025-09-11,6.7,7.7
2025-09-12,9.1,10.46
2025-09-13,7.8,8.97
2025-09-14,7.2,8.28
2025-09-15,7.1,8.16
2025-09-16,7.7,8.85
2025-09-17,9.3,10.7
2025-09-18,8.3,9.54
2025-09-19,9.0,10.35
2025-09-20,9.0,10.35
2025-09-21,8.6,9.89
2025-09-22,8.2,9.43
2025-09-23,8.9,10.24
2025-09-24,7.5,8.62
2025-09-25,8.3,9.54
2025-09-26,6.9,7.94
2025-09-27,7.5,8.62
2025-09-28,7.3,8.4
2025-09-29,6.6,7.59
2025-09-30,9.3,10.7
2025-10-01,8.2,9.43
2025-10-02,8.8,10.12
2025-10-03,6.7,7.7
2025-10-04,8.5,9.77
2025-10-05,7.7,8.85
2025-10-06,8.1,9.32
2025-10-07,9.0,10.35
2025-10-08,9.6,11.04
2025-10-09,9.2,10.58
2025-10-10,8.9,10.24
2025-10-11,9.9,11.38
2025-10-12,8.9,10.24
2025-10-13,9.0,10.35
2025-10-14,9.1,10.46
2025-10-15,9.9,11.38
2025-10-16,9.1,10.46
2025-10-17,8.5,9.77
2025-10-18,7.5,8.62
2025-10-19,9.4,10.81
2025-10-20,10.7,12.3
2025-10-21,9.4,10.81
2025-10-22,8.7,10.0
2025-10-23,7.6,8.74
2025-10-24,8.3,9.54
2025-10-25,10.8,12.42
2025-10-26,9.7,11.15
2025-10-27,9.3,10.7
2025-10-28,9.1,10.46
2025-10-29,9.3,10.7
2025-10-30,8.3,9.54
2025-10-31,10.4,11.96
2025-11-01,8.5,9.77
2025-11-02,11.1,12.76
2025-11-03,11.0,12.65
2025-11-04,11.0,12.65
2025-11-05,10.3,11.84
2025-11-06,10.4,11.96
2025-11-07,9.8,11.27
2025-11-08,9.3,10.7
2025-11-09,8.5,9.77
2025-11-10,8.6,9.89
2025-11-11,11.5,13.22
2025-11-12,11.8,13.57
2025-11-13,10.0,11.5
2025-11-14,11.2,12.88
2025-11-15,9.7,11.15
2025-11-16,11.4,13.11
2025-11-17,12.0,13.8
2025-11-18,11.9,13.68
2025-11-19,10.0,11.5
2025-11-20,11.5,13.22
2025-11-21,11.8,13.57
2025-11-22,11.1,12.76
2025-11-23,10.9,12.54
2025-11-24,9.2,10.58
2025-11-25,11.5,13.22
2025-11-26,11.6,13.34
2025-11-27,10.2,11.73
2025-11-28,10.6,12.19
2025-11-29,10.3,11.84
2025-11-30,12.6,14.49
2025-12-01,12.3,14.14
2025-12-02,10.3,11.84
2025-12-03,10.6,12.19
2025-12-04,11.9,13.68
2025-12-05,10.2,11.73
2025-12-06,10.8,12.42
2025-12-07,9.6,11.04
2025-12-08,12.7,14.6
2025-12-09,11.9,13.68
2025-12-10,12.6,14.49
2025-12-11,12.1,13.92
2025-12-12,11.0,12.65
2025-12-13,10.0,11.5
2025-12-14,11.5,13.22
2025-12-15,10.6,12.19
2025-12-16,10.5,12.08
2025-12-17,12.1,13.92
2025-12-18,12.6,14.49
2025-12-19,12.5,14.37
2025-12-20,10.1,11.61
2025-12-21,10.1,11.61
2025-12-22,12.1,13.92
2025-12-23,13.0,14.95
2025-12-24,13.3,15.3
2025-12-25,12.2,14.03
2025-12-26,11.4,13.11
2025-12-27,12.6,14.49
2025-12-28,11.7,13.45
2025-12-29,13.1,15.06
2025-12-30,9.9,11.38
2025-12-31,11.8,13.57
2026-01-01,13.5,14.18
2026-01-02,11.1,11.66
2026-01-03,10.1,10.6
2026-01-04,12.3,12.92
2026-01-05,12.2,12.81
2026-01-06,12.5,13.12
2026-01-07,10.9,11.44
2026-01-08,12.1,12.7
2026-01-09,13.5,14.18
2026-01-10,12.8,13.44
2026-01-11,10.8,11.34
2026-01-12,10.4,10.92
2026-01-13,11.5,12.08
2026-01-14,11.7,12.28
2026-01-15,10.0,10.5
2026-01-16,12.9,13.55
2026-01-17,12.3,12.92
2026-01-18,11.6,12.18
2026-01-19,13.2,13.86
2026-01-20,12.1,12.7
2026-01-21,12.5,13.12
2026-01-22,10.1,10.6
2026-01-23,10.3,10.82
2026-01-24,10.6,11.13
2026-01-25,13.0,13.65
2026-01-26,10.5,11.02
2026-01-27,10.0,10.5
2026-01-28,12.4,13.02
2026-01-29,10.7,11.24
2026-01-30,13.1,13.76
2026-01-31,12.5,13.12
2026-02-01,11.6,12.18
2026-02-02,12.5,13.12
2026-02-03,10.9,11.44
2026-02-04,10.5,11.02
2026-02-05,10.6,11.13
2026-02-06,12.2,12.81
2026-02-07,11.2,11.76
2026-02-08,12.8,13.44
2026-02-09,13.1,13.76
2026-02-10,9.8,10.29
2026-02-11,10.2,10.71
2026-02-12,10.9,11.44
2026-02-13,11.9,12.5
2026-02-14,11.8,12.39
2026-02-15,12.7,13.34
2026-02-16,11.1,11.66
2026-02-17,12.1,12.7
2026-02-18,9.9,10.4
2026-02-19,10.4,10.92
2026-02-20,11.9,12.5
2026-02-21,12.6,13.23
2026-02-22,11.6,12.18
2026-02-23,12.4,13.02
2026-02-24,11.2,11.76
2026-02-25,11.2,11.76
2026-02-26,12.4,13.02
2026-02-27,11.6,12.18
2026-02-28,11.2,11.76
2026-03-01,10.2,10.71
2026-03-02,9.5,9.98
2026-03-03,9.6,10.08
2026-03-04,12.1,12.7
2026-03-05,10.8,11.34
2026-03-06,9.7,10.18
2026-03-07,11.4,11.97
2026-03-08,11.1,11.66
2026-03-09,12.2,12.81
2026-03-10,12.1,12.7
2026-03-11,11.0,11.55
2026-03-12,12.0,12.6
2026-03-13,10.5,11.02
2026-03-14,10.6,11.13
2026-03-15,11.4,11.97
2026-03-16,11.9,12.5
2026-03-17,8.8,9.24
2026-03-18,11.0,11.55
2026-03-19,8.7,9.14
2026-03-20,8.9,9.35
2026-03-21,9.2,9.66
2026-03-22,10.1,10.6
2026-03-23,9.5,9.98
2026-03-24,8.5,8.93
2026-03-25,11.7,12.28
2026-03-26,11.0,11.55
2026-03-27,11.0,11.55
2026-03-28,11.4,11.97
2026-03-29,8.4,8.82
2026-03-30,11.0,11.55
2026-03-31,11.0,11.55
2026-04-01,8.4,8.82
2026-04-02,8.4,8.82
2026-04-03,8.5,8.93
2026-04-04,10.1,10.6
2026-04-05,9.2,9.66
2026-04-06,9.5,9.98
2026-04-07,10.1,10.6
2026-04-08,11.0,11.55
2026-04-09,8.7,9.14
2026-04-10,8.8,9.24
2026-04-11,8.8,9.24
2026-04-12,9.1,9.56
2026-04-13,10.5,11.02
2026-04-14,10.3,10.82
2026-04-15,8.1,8.51
2026-04-16,10.8,11.34
2026-04-17,8.8,9.24
2026-04-18,9.6,10.08
2026-04-19,7.2,7.56
2026-04-20,7.1,7.46
2026-04-21,7.5,7.88
2026-04-22,10.4,10.92
2026-04-23,10.3,10.82
2026-04-24,7.5,7.88
2026-04-25,6.8,7.14
2026-04-26,7.0,7.35
2026-04-27,10.3,10.82
2026-04-28,10.0,10.5
2026-04-29,9.0,9.45
2026-04-30,7.7,8.09
2026-05-01,9.0,9.45
2026-05-02,10.0,10.5
2026-05-03,8.0,8.4
2026-05-04,9.4,9.87
2026-05-05,9.8,10.29
2026-05-06,7.7,8.09
2026-05-07,7.0,7.35
2026-05-08,7.8,8.19
2026-05-09,6.8,7.14
2026-05-10,6.4,6.72
2026-05-11,7.8,8.19
2026-05-12,6.8,7.14
2026-05-13,8.2,8.61
2026-05-14,7.4,7.77
2026-05-15,8.7,9.14
2026-05-16,8.8,9.24
2026-05-17,8.7,9.14
2026-05-18,8.6,9.03
2026-05-19,5.9,6.2
2026-05-20,6.6,6.93
2026-05-21,8.6,9.03
2026-05-22,5.6,5.88
2026-05-23,8.7,9.14
2026-05-24,7.1,7.46
2026-05-25,6.9,7.25
2026-05-26,7.1,7.46
2026-05-27,6.3,6.62
2026-05-28,6.4,6.72
2026-05-29,7.1,7.46
2026-05-30,7.7,8.09
2026-05-31,5.3,5.56
2026-06-01,7.6,7.98
2026-06-02,8.7,9.14
2026-06-03,6.2,6.51
2026-06-04,8.7,9.14
2026-06-05,6.3,6.62
2026-06-06,7.5,7.88
2026-06-07,6.1,6.4
2026-06-08,7.8,8.19
2026-06-09,7.0,7.35
2026-06-10,6.6,6.93
2026-06-11,5.0,5.25
2026-06-12,7.0,7.35
2026-06-13,6.9,7.25
2026-06-14,5.8,6.09
2026-06-15,6.2,6.51
2026-06-16,5.8,6.09
2026-06-17,5.3,5.56
2026-06-18,7.7,8.09
2026-06-19,4.7,4.94
2026-06-20,7.2,7.56
2026-06-21,7.8,8.19
2026-06-22,7.8,8.19
2026-06-23,6.0,6.3
2026-06-24,4.8,5.04
2026-06-25,8.1,8.51
2026-06-26,8.1,8.51
2026-06-27,5.9,6.2
2026-06-28,6.2,6.51
2026-06-29,7.4,7.77
2026-06-30,6.9,7.25
2026-07-01,7.3,7.66
2026-07-02,5.2,5.46
2026-07-03,7.6,7.98
2026-07-04,7.4,7.77
2026-07-05,6.7,7.04
2026-07-06,7.5,7.88
2026-07-07,6.2,6.51
2026-07-08,6.1,6.4
2026-07-09,7.1,7.46
2026-07-10,5.7,5.98
2026-07-11,7.0,7.35
2026-07-12,6.7,7.04
2026-07-13,7.7,8.09
2026-07-14,6.1,6.4
2026-07-15,8.0,8.4
2026-07-16,8.0,8.4
2026-07-17,7.3,7.66
2026-07-18,5.5,5.78
2026-07-19,6.7,7.04
2026-07-20,4.6,4.83
2026-07-21,7.8,8.19
2026-07-22,6.4,6.72
2026-07-23,7.4,7.77
2026-07-24,4.7,4.94
2026-07-25,6.0,6.3
2026-07-26,5.8,6.09
2026-07-27,7.6,7.98
2026-07-28,4.5,4.73
2026-07-29,6.0,6.3
2026-07-30,5.0,5.25
2026-07-31,6.7,7.04
2026-08-01,6.2,6.51
2026-08-02,6.6,6.93
2026-08-03,5.3,5.56
2026-08-04,5.0,5.25
2026-08-05,5.7,5.98
2026-08-06,4.8,5.04
2026-08-07,7.9,8.3
2026-08-08,7.9,8.3
2026-08-09,5.3,5.56
2026-08-10,6.4,6.72
2026-08-11,6.7,7.04
2026-08-12,6.5,6.82
2026-08-13,5.0,5.25
2026-08-14,7.4,7.77
2026-08-15,5.3,5.56
2026-08-16,7.3,7.66
2026-08-17,7.2,7.56
2026-08-18,5.7,5.98
2026-08-19,7.2,7.56
2026-08-20,8.1,8.51
2026-08-21,7.0,7.35
2026-08-22,5.5,5.78
2026-08-23,5.5,5.78
2026-08-24,6.3,6.62
2026-08-25,6.6,6.93
2026-08-26,5.1,5.36
2026-08-27,6.9,7.25
2026-08-28,7.9,8.3
2026-08-29,6.0,6.3
2026-08-30,7.3,7.66
2026-08-31,7.9,8.3
2026-09-01,7.7,8.09
2026-09-02,7.1,7.46
2026-09-03,7.6,7.98
2026-09-04,6.6,6.93
2026-09-05,7.5,7.88
2026-09-06,5.4,5.67
2026-09-07,5.9,6.2
2026-09-08,8.7,9.14
2026-09-09,9.0,9.45
2026-09-10,6.4,6.72
2026-09-11,8.2,8.61
2026-09-12,8.9,9.35
2026-09-13,5.9,6.2
2026-09-14,7.0,7.35
2026-09-15,7.3,7.66
2026-09-16,8.0,8.4
2026-09-17,6.0,6.3
2026-09-18,7.8,8.19
2026-09-19,8.4,8.82
2026-09-20,9.5,9.98
2026-09-21,8.0,8.4
2026-09-22,6.9,7.25
2026-09-23,6.6,6.93
2026-09-24,9.6,10.08
2026-09-25,9.0,9.45
2026-09-26,8.9,9.35
2026-09-27,7.5,7.88
2026-09-28,8.7,9.14
2026-09-29,9.3,9.76
2026-09-30,6.6,6.93
2026-10-01,8.8,9.24
2026-10-02,9.8,10.29
2026-10-03,7.8,8.19
2026-10-04,9.5,9.98
2026-10-05,10.0,10.5
2026-10-06,7.3,7.66
2026-10-07,8.4,8.82
2026-10-08,9.3,9.76
2026-10-09,9.5,9.98
2026-10-10,10.2,10.71
2026-10-11,8.6,9.03
2026-10-12,9.9,10.4
2026-10-13,7.9,8.3
2026-10-14,8.1,8.51
2026-10-15,10.1,10.6
2026-10-16,8.9,9.35
2026-10-17,9.9,10.4
2026-10-18,10.6,11.13
2026-10-19,8.8,9.24
2026-10-20,10.3,10.82
2026-10-21,10.0,10.5
2026-10-22,8.8,9.24
2026-10-23,8.6,9.03
2026-10-24,10.9,11.44
2026-10-25,10.9,11.44
2026-10-26,10.4,10.92
2026-10-27,7.7,8.09
2026-10-28,9.8,10.29
2026-10-29,9.8,10.29
2026-10-30,9.1,9.56
2026-10-31,9.4,9.87
2026-11-01,10.3,10.82
2026-11-02,10.7,11.24
2026-11-03,10.7,11.24
2026-11-04,11.5,12.08
2026-11-05,8.9,9.35
2026-11-06,10.7,11.24
2026-11-07,8.3,8.72
2026-11-08,10.6,11.13
2026-11-09,10.4,10.92
2026-11-10,11.1,11.66
2026-11-11,11.0,11.55
2026-11-12,10.8,11.34
2026-11-13,8.7,9.14
2026-11-14,9.9,10.4
2026-11-15,9.5,9.98
2026-11-16,11.2,11.76
2026-11-17,11.5,12.08
2026-11-18,9.2,9.66
2026-11-19,10.1,10.6
2026-11-20,9.3,9.76
2026-11-21,10.3,10.82
2026-11-22,9.0,9.45
2026-11-23,9.2,9.66
2026-11-24,9.7,10.18
2026-11-25,11.2,11.76
2026-11-26,10.2,10.71
2026-11-27,10.0,10.5
2026-11-28,10.2,10.71
2026-11-29,10.2,10.71
2026-11-30,12.2,12.81
2026-12-01,10.0,10.5
2026-12-02,9.6,10.08
2026-12-03,10.8,11.34
2026-12-04,10.7,11.24
2026-12-05,12.1,12.7
2026-12-06,11.4,11.97
2026-12-07,9.9,10.4
2026-12-08,11.2,11.76
2026-12-09,12.4,13.02
2026-12-10,9.8,10.29
2026-12-11,12.2,12.81
2026-12-12,11.4,11.97
2026-12-13,10.4,10.92
2026-12-14,10.7,11.24
2026-12-15,13.0,13.65
2026-12-16,12.1,12.7
2026-12-17,10.9,11.44
2026-12-18,10.2,10.71
2026-12-19,11.9,12.5
2026-12-20,11.5,12.08
2026-12-21,11.9,12.5
2026-12-22,10.5,11.02
2026-12-23,11.4,11.97
2026-12-24,12.3,12.92
2026-12-25,12.1,12.7
2026-12-26,12.3,12.92
2026-12-27,11.8,12.39
2026-12-28,10.9,11.44
2026-12-29,10.1,10.6
2026-12-30,11.5,12.08
2026-12-31,10.2,10.71
